ID,varietal,title,country,price,rating,vintage,region,url,description
189,Bordeaux-style Red Blend,Daou 2015 Soul of a Lion Red (Adelaida District),US,125,96,2015,California,https://www.winemag.com/buying-guide/daou-2015-soul-of-a-lion-red-adelaida-district/,"Intense aromas of smoke, black currant and crushed purple flowers make for an impressive entry to this blend of 76% Cabernet Sauvignon, 13% Cabernet Franc and 11% Petit Verdot. The palate combines the tang of plum skin and dimpled berries with flavors of peppercorn, violet and gravelly minerality."
192,Sangiovese,Salcheto 2015 Vecchie Viti del Salco  (Vino Nobile di Montepulciano),Italy,85,96,2015,Tuscany,https://www.winemag.com/buying-guide/salcheto-2015-vecchie-viti-del-salco-vino-nobile-di-montepulciano-307909/,"Perfumed berry, tilled earth, pressed rose, new leather, cake spice and a balsamic note are just some of the aromas you'll find on this fragrant, delicious red. It's linear, structured and loaded with finesse, delivering ripe Marasca cherry, raspberry compote, licorice and tobacco. Taut refined tannins and fresh acidity provide an age-worthy framework. Drink 2022–2035."
194,Cabernet Sauvignon-Syrah,Daou 2015 Mayote Cabernet Sauvignon-Syrah (Adelaida District),US,100,96,2015,California,https://www.winemag.com/buying-guide/daou-2015-mayote-cabernet-sauvignon-syrah-adelaida-district/,"Always one of the most immediately delicious and powerful wines in the Daou brothers' portfolio, this blend of 42% Cabernet Sauvignon, 42% Syrah and 16% Petit Verdot shows intense black fruit, roasted coffee and charred meat on the nose. It's luxuriously soft yet firmly framed by polished tannins on the palate, where black plum, espresso and caramel flavors dominate."
196,Pinot Noir,Center of Effort 2015 Pinot Noir (Edna Valley),US,50,96,2015,California,https://www.winemag.com/buying-guide/center-of-effort-2015-pinot-noir-edna-valley-307571/,"Dark raspberry, packed lilacs, crushed lavender and a hint of game make for a powerful yet elegant nose. The palate is framed by strong, silty and grippy tannins, with zippy acidity that delivers flavors of black raspberry, pepper spice and roasted boar."
200,Cabernet Sauvignon,Lail 2016 Blueprint Cabernet Sauvignon (Napa Valley),US,80,96,2016,California,https://www.winemag.com/buying-guide/lail-2016-blueprint-cabernet-sauvignon-napa-valley/,"This is a stunningly beautiful wine at this price point, age-worthy and complex, it will stay with you long after it's gone. Opening in cedar, clove and cinnamon, it follows with a dusting of cocoa powder and toasted oak, before it offers a lingering thread of mineral in the form of crushed rock, violet, red and black currant. Structured as it goes, it finishes soft and silky. This is a wine for the cellar as well."
202,Pinot Noir,Bien Nacido Estate 2015 The Captain Reserve Pinot Noir (Santa Maria Valley),US,100,96,2015,California,https://www.winemag.com/buying-guide/bien-nacido-estate-2015-the-captain-reserve-pinot-noir-santa-maria-valley/,"Part of the historic winery's new reserve line, this intense wine delivers a roasted pork aroma against black cherry, dried rose petals and charred wood. There is a compelling sharpness of cranberry, pomegranate and raspberry flavors on the palate, with hints of green peppercorn, moss and tea leaves."
207,Pinot Noir,Bien Nacido Estate 2015 LXXIII Reserve Pinot Noir (Santa Maria Valley),US,100,96,2015,California,https://www.winemag.com/buying-guide/bien-nacido-estate-2015-lxxiii-reserve-pinot-noir-santa-maria-valley/,"Intense cranberry aromas meet with smoked pork roast, crushed slate and pinches of sage, thyme and white pepper on the nose of this luxury-level bottling. The palate is florally flush in touches of rose and tarragon, set against snappy red-plum fruit and racy acidity."
208,Cabernet Sauvignon,Spottswoode 2015 Family Estate Grown Cabernet Sauvignon (St. Helena),US,225,97,2015,California,https://www.winemag.com/buying-guide/spottswoode-2015-family-estate-grown-cabernet-sauvignon-st-helena/,"Fresh on the palate and floral on the nose in a bouquet of rose, lavender and crushed herb, this perennially beautiful, delicate wine benefits from the addition of 7% Cabernet Franc and 3% Petit Verdot, also from the organically farmed estate. Pencil shavings, coffee and a touch of tobacco add to its savory, earthy nature, contributing to its overall structure and elegance. Enjoy best from 2025 through 2030 if you're able to wait."
209,Bordeaux-style Red Blend,Joseph Phelps 2015 Insignia Estate Grown Red (Napa Valley),US,275,97,2015,California,https://www.winemag.com/buying-guide/joseph-phelps-2015-insignia-estate-grown-red-napa-valley/,"This vintage of the perennial knockout is exceptional—a concentrated blend of 90% Cabernet Sauvignon, 7% Petit Verdot, 2% Cabernet Franc and 1% Malbec. Pencil shavings, red currant and red plum are complemented by hints of crushed rock and cocoa, with persistent acidity maintaining balance. Like so many of its forebears, this is a wine well worth cellaring; enjoy 2025–2035."
210,Bordeaux-style Red Blend,Crown Point 2015 Estate Selection Red (Happy Canyon of Santa Barbara),US,150,97,2015,California,https://www.winemag.com/buying-guide/crown-point-2015-estate-selection-red-happy-canyon-of-santa-barbara/,"Dark and thick in appearance, this estate blend from winemaker Adam Henkel and proprietor Roger Bower shows a tremendous cassis aroma, with splashes of smoke, dried purple flowers and baking spice. The palate begins with a lavish entry of polished tannins that still have some teeth, providing tension that carries the dark fruit flavors deep into the finish."
211,Cabernet Sauvignon,Patrimony 2015 Cabernet Sauvignon (Adelaida District),US,275,97,2015,California,https://www.winemag.com/buying-guide/patrimony-2015-cabernet-sauvignon-adelaida-district/,"The Daou brothers are intent on making this brand the most expensive and luxurious in Paso Robles. This vintage begins with intense aromas of roasted blackberry, tangy black-plum skin and crushed peppercorn. The palate is expertly layered in flavors of cassis, caramel, gravel, loam, cocoa and a hint of licorice. The tannins are firm but already approachable."
214,Syrah,Delas Frères 2015 La Landonne  (Côte Rôtie),France,280,97,2015,Rhône Valley,https://www.winemag.com/buying-guide/delas-freres-2015-la-landonne-cote-rotie/,"Smoky tones of charcuterie and dried garrigue meld into ripe, luscious black plum and cassis here. A rich, densely concentrated Syrah, it's keenly balanced by crisp acidity and firm mineral tones. The finish is endless and unctuous, cushioned by sweet spice and silky, supple tannins. Gorgeous already it will only improve through 2027 and hold further."
215,Cabernet Sauvignon,Crown Point 2015 Cabernet Sauvignon (Happy Canyon of Santa Barbara),US,150,97,2015,California,https://www.winemag.com/buying-guide/crown-point-2015-cabernet-sauvignon-happy-canyon-of-santa-barbara/,"This winery is focused on setting a new benchmark for what Cabernet Sauvignon from Santa Barbara can be, and this bottling is its best yet. Beautifully layered aromas of black cherry, baking spice, star anise and crushed slate lead into a roasted palate of black plum and chai spices, with acid that carries into the finish."
1817,Nebbiolo,Gaja 2015  Barbaresco,Italy,195,96,2015,Piedmont,https://www.winemag.com/buying-guide/gaja-2015-barbaresco/,"Woodland berry, blue flower, sunbaked soil and a whiff of dark spice shape the nose. Structured and extremely elegant, the focused, impeccable palate doles out juicy red cherry, strawberry, baking spice and star anise set against taut polished tannins that provide seamless support. It's well balanced, with fresh acidity. It's already tempting but hold for even more complexity. Drink 2022–2032."
1824,Tempranillo,CVNE 2011 Imperial Gran Reserva  (Rioja),Spain,88,97,2011,Northern Spain,https://www.winemag.com/buying-guide/cvne-2011-imperial-gran-reserva-rioja/,"This is a fabulous gran reserva from a very good but lightly heralded vintage. Aromas of spiced plum, black olive, fig, tobacco and cassis come together like a puzzle. A deep, pure palate shows near-perfect balance, while this tastes of plum, berry fruits and earthy spice. Smooth, elegant and chocolaty on the finish, this delivers all one can ask for from Rioja. Drink through 2035."
1826,Cabernet Sauvignon,Alpha Omega 2015 Thomas Vineyard Cabernet Sauvignon (Rutherford),US,220,98,2015,California,https://www.winemag.com/buying-guide/alpha-omega-2015-thomas-vineyard-cabernet-sauvignon-rutherford-305658/,"This is a gorgeous, memorable and classically styled wine, grippy in tannin and a leathery texture that's complex and complicated. Black pepper, black cherry and toasted oak give it definition that evolves stunningly in the glass."
1827,Cabernet Sauvignon,J. Davies 2014 Jamie Cabernet Sauvignon (Diamond Mountain District),US,210,98,2014,California,https://www.winemag.com/buying-guide/j-davies-2014-jamie-cabernet-sauvignon-diamond-mountain-district-305689/,"Named for the late matriarch of the property, this is a blend of 76% Cabernet Sauvignon, 19% Malbec and 5% Petit Verdot, all of it grown on hillside estate vineyards. It dances around cherry, cassis and rose petal, the core of the wine soft in integrated tannins and oak. Balanced in weight, it is undeniably lovely, complex and beautiful. It will do well in the cellar; enjoy 2024–2034."
1829,Nebbiolo,Gaja 2015 Sorì San Lorenzo  (Barbaresco),Italy,485,98,2015,Piedmont,https://www.winemag.com/buying-guide/gaja-2015-sori-san-lorenzo-barbaresco/,"Dark-skinned berry, pipe tobacco, a hint of menthol and a whiff of blue flower slowly take shape in the glass. Full bodied, with the firm's hallmark finesse, the smooth savory palate boasts succulent morello cherry, raspberry compote, star anise, clove and crushed mint. It has great length and is impeccably balanced, with fine-grained tannins and fresh acidity. Gorgeous. Drink 2022–2035."
1830,Nebbiolo,Gaja 2015 Costa Russi  (Barbaresco),Italy,485,99,2015,Piedmont,https://www.winemag.com/buying-guide/gaja-2015-costa-russi-barbaresco/,"Rose, violet, red-berry and baking-spice aromas mingle with a whiff of menthol on this compelling gorgeous red. The vibrant full-bodied palate is all about flair and finesse, delivering crushed raspberry, Marasca cherry, licorice and a hint of tobacco framed in taut fine-grained tannins. Young and intense, it will be ideal after a few more years of aging but will continue to develop for decades. Drink 2023–2040."
2020,Cabernet Sauvignon,Alpha Omega 2015 Sunshine Valley Cabernet Sauvignon (Oak Knoll District),US,220,95,2015,California,https://www.winemag.com/buying-guide/alpha-omega-2015-sunshine-valley-cabernet-sauvignon-oak-knoll-district-305653/,"This Oak Knoll wine is bright, integrated, tamed in tannin and juicy. Gorgeous inviting aromatics make an immediate statement, opening the door for a stage of animated blueberry, blackberry and cassis. The texture is complex but supple and smooth."
2021,Bordeaux-style Red Blend,Kenzo Estate 2015 Murasaki Estate Bottled Proprietary Red (Napa Valley),US,280,95,2015,California,https://www.winemag.com/buying-guide/kenzo-estate-2015-murasaki-estate-bottled-proprietary-red-napa-valley-306470/,"This is a peppery, spicy wine that has a leathery, full-bodied feel. Succulent waves of blueberry are velvety smooth on the palate, offering an impressive marriage between richness and balance. The blend is mostly Merlot, with Cabernet Sauvignon, Cabernet Franc, Malbec and Petit Verdot."
2215,Nebbiolo,Sottimano 2015 Currà  (Barbaresco),Italy,72,95,2015,Piedmont,https://www.winemag.com/buying-guide/sottimano-2015-curra-barbaresco/,"Fragrant and focused, this offers tantalizing aromas of rose, violet, woodland berry and Asian incense. Firm and linear, the chiseled palate evokes red cherry, cranberry, star anise and a hint of white pepper set against tightly wound fine-grained tannins. It's still young and austere but balanced, with vibrant acidity. Give it ample time to fully develop. Drink 2023–2038."
2216,Pinot Noir,Scar of the Sea 2016 Block Q Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),US,60,95,2016,California,https://www.winemag.com/buying-guide/scar-of-the-sea-2016-block-q-bien-nacido-vineyard-pinot-noir-santa-maria-valley-306355/,"From vines planted in 1973, this excellent bottling is superfresh with aromas of raspberry as well as loads of dark rock minerality, from crushed slate and wet clay to smashed soapstone. That earthy minerality shows on the sip as well, alongside sagebrush, thyme, peppercorns and intense boysenberry flavors."
2218,Nebbiolo,Gaja 2014 Conteisa  (Barolo),Italy,250,95,2014,Piedmont,https://www.winemag.com/buying-guide/gaja-2014-conteisa-barolo/,"Aromas of underbrush, dark berry, new leather and a whiff of camphor waft out of the glass. The tense chiseled palate evokes Marasca cherry, raspberry, star anise and a hint of cinnamon alongside polished fine-grained tannins and vibrant acidity. Drink 2022–2032."
2219,Nebbiolo,Cascina delle Rose 2015 Rio Sordo  (Barbaresco),Italy,55,95,2015,Piedmont,https://www.winemag.com/buying-guide/cascina-delle-rose-2015-rio-sordo-barbaresco/,"This fragrant and structured red opens with alluring scents of crushed rose, baking spice, wild berry and a whiff of menthol. Full bodied and elegant, the focused palate delivers succulent red cherry, crushed strawberry, orange zest, licorice and white pepper framed in taut refined tannins. Fresh acidity lends tension and keeps it balanced. Give it time to fully develop. Drink 2023–2035."
2221,Nebbiolo,Rizzi 2015 Nervo  (Barbaresco),Italy,65,95,2015,Piedmont,https://www.winemag.com/buying-guide/rizzi-2015-nervo-barbaresco/,"Intense aromas of rose, woodland berry, dark spice and an earthy whiff of new leather are some of the aromas you'll find on this fragrant full-bodied red. Boasting ripe fruit and energy, the polished, structured palate doles out juicy red cherry, crushed raspberry, star anise and white pepper. Firm refined tannins and fresh acidity provide an age-worthy structure. Drink 2022–2035."
2224,Nebbiolo,Gaja 2015 Sorì Tildin  (Barbaresco),Italy,485,95,2015,Piedmont,https://www.winemag.com/buying-guide/gaja-2015-sori-tildin-barbaresco/,"Wild berry, scorched earth, star anise, crushed herb and a whiff of toasted hazelnut pave the way on this poised full-bodied red. The structured palate boasts remarkable elegance, evoking juicy Marasca cherry, black raspberry, licorice and graphite alongside fine-grained tannins. Fresh acidity keeps it well balanced and imparts youthful tension. Drink 2022–2035."
2225,Pinot Noir,Big Basin 2016 Lester Family Vineyards Pinot Noir (Santa Cruz Mountains),US,55,95,2016,California,https://www.winemag.com/buying-guide/big-basin-2016-lester-family-vineyards-pinot-noir-santa-cruz-mountains-306336/,"Bradley Brown goes 100% whole cluster for this single-vineyard expression with stunning results. Aromas of sagebrush, pine needles, damp thyme and wet soil meet with tart raspberry on the distinctive nose. The palate's tangy red fruit is lifted by tea leaves, wild green sage and zesty acidity that vibrates the tongue."
2226,Nebbiolo,Piero Busso 2014 San Stunet  (Barbaresco),Italy,60,95,2014,Piedmont,https://www.winemag.com/buying-guide/piero-busso-2014-san-stunet-barbaresco/,"New leather, exotic spice, camphor and fragrant blue-flower aromas mingle with an earthy whiff of underbrush. On the savory palate, taut tightly knit fine-grained tannins and bright acidity provide the backbone for juicy red cherry, cranberry, licorice and cinnamon. It's still young and primary so give it a few more years to fully develop. Drink 2022–2034."
2227,Nebbiolo,Piero Busso 2014 Albesani Vigna Borgese  (Barbaresco),Italy,56,95,2014,Piedmont,https://www.winemag.com/buying-guide/piero-busso-2014-albesani-vigna-borgese-barbaresco/,"Classic Nebbiolo aromas of woodland berry, rose petal, iris, pipe tobacco and an earthy whiff of new leather make for a compelling fragrance. The polished structured palate delivers juicy Marasca cherry, raspberry compote, star anise and baking spice set against firm fine-grained tannins. Bright acidity gives it balance and tension. Drink 2022–2032."
2228,Pinot Noir,Lioco 2016 Saveria Pinot Noir (Santa Cruz Mountains),US,52,95,2016,California,https://www.winemag.com/buying-guide/lioco-2016-saveria-pinot-noir-santa-cruz-mountains-306319/,"From a vineyard in Aptos just 4.5 miles from the ocean, this bottling begins with a bright fruity nose of alpine strawberry, red currants, dried thyme and lavender. The palate is fascinatingly floral, with rose petal, hibiscus and dried purple-flower flavors, wrapped around elegant cherry tones."
2229,Pinot Noir,Calera 2015 Mills Vineyard Fortieth Anniversary Vintage Pinot Noir (Mt. Harlan),US,70,95,2015,California,https://www.winemag.com/buying-guide/calera-2015-mills-vineyard-fortieth-anniversary-vintage-pinot-noir-mt-harlan/,"Less than one-third of a ton per acre came off of this nearly 35-year-old vineyard from this drought-addled vintage, but what made it to bottle is quite amazing. Aromas of earthy thyme, sagebrush, wild black cherry and cocoa are layered and elegant. The palate is rich and thoroughly engaging in flavors of roasted tomato, mulberry and purple flower."
2232,Nebbiolo,Ugo Lequio 2015 Gallina  (Barbaresco),Italy,48,95,2015,Piedmont,https://www.winemag.com/buying-guide/ugo-lequio-2015-gallina-barbaresco/,"This fragrant red has classic varietal aromas of wild rose, red berry, dark spice and a whiff of camphor. It's full bodied and polished, delivering juicy red cherry, strawberry compote, star anise and white pepper alongside taut refined tannins. It's still young, with great tension so give it time to develop even more complexity. Drink 2023–2030."
2233,Pinot Noir,Lynmar 2016 Old Vines Quail Hill Vineyard Pinot Noir (Russian River Valley),US,80,95,2016,California,https://www.winemag.com/buying-guide/lynmar-2016-old-vines-quail-hill-vineyard-pinot-noir-russian-river-valley/,"From vines planted in 1974, this vine-designate is spicy, savory and rocky in mineral content, with a broadly lush palate that's succulent in texture. Immensely pleasurable and appealing, it has an exuberance of fruit and spice."
2234,Bordeaux-style Red Blend,Kenzo Estate 2015 Rindo Estate Bottled Red (Napa Valley),US,130,95,2015,California,https://www.winemag.com/buying-guide/kenzo-estate-2015-rindo-estate-bottled-red-napa-valley-306469/,"A woody and herbal nose follows through to the structured, rich palate, along with sage and cedar. Black cherry and currant define the flavors, while toasted oak lends support. The blend is 47% Cabernet Sauvignon, 33% Merlot, 10% Cabernet Franc, 6% Petit Verdot and 4% Malbec. Enjoy 2025–2030."
2236,Nebbiolo,Giuseppe Cortese 2015 Rabajà  (Barbaresco),Italy,65,95,2015,Piedmont,https://www.winemag.com/buying-guide/giuseppe-cortese-2015-rabaja-barbaresco/,"This opens with aromas of ripe berry, crushed herb, scorched soil and dark culinary spice. Mirroring the nose, the firm full-bodied palate evokes juicy Marasca cherry, black raspberry, star anise and clove. Taut, tightly knit and noble tannins provide the framework. Give it time to unwind and fully develop. Drink 2023–2035."
2238,Pinot Noir,Big Basin 2016 Alfaro Family Vineyard Pinot Noir (Santa Cruz Mountains),US,60,95,2016,California,https://www.winemag.com/buying-guide/big-basin-2016-alfaro-family-vineyard-pinot-noir-santa-cruz-mountains-306334/,"Pungent amounts of cinnamon, raspberry, wet thyme and dill show on the brilliant nose of this cool-climate, 100% whole cluster bottling by Bradley Brown. It's tart and tightly wound on the palate like a ready-to-pluck instrument, combining fresh and bright red-fruit flavors with forest-floor spice."
2240,Nebbiolo,Antoniolo 2013 San Francesco  (Gattinara),Italy,74,95,2013,Piedmont,https://www.winemag.com/buying-guide/antoniolo-2013-san-francesco-gattinara/,"Licorice, clove, new leather and tobacco aromas mingle with rose, chopped herb and woodland berry. Structured and savory, the vibrant, precise palate shows juicy Marasca cherry, cranberry, star anise and menthol alongside youthfully assertive but elegant tannins. An iron note lingers on the close. Drink 2023–2038."
2242,Nebbiolo,Sottimano 2015 Pajorè  (Barbaresco),Italy,65,95,2015,Piedmont,https://www.winemag.com/buying-guide/sottimano-2015-pajore-barbaresco/,"Enticingly fragrant, this radiant red has lovely aromas of woodland berry, violet, new leather, aromatic herb and a whiff of pipe tobacco. Firmly structured, the vibrant focused palate delivers juicy Marasca cherry, crushed strawberry, licorice and clove framed in taut, fine-grained tannins. Drink 2023–2035."
2243,Nebbiolo,Sottimano 2015 Cottà  (Barbaresco),Italy,65,95,2015,Piedmont,https://www.winemag.com/buying-guide/sottimano-2015-cotta-barbaresco/,"The nose is initially shy but slowly reveals wild berry, exotic incense, aromatic herb and a whiff of toast. The firm palate is more expressive and is all about elegance, delivering crushed red cherry, raspberry compote, cinnamon and star anise while taut, fine-grained tannins provide support. It's extremely young but already tempting so hold for even more complexity and to let the tannins unwind. Drink 2023–2035."
2244,Pinot Noir,Migration 2016 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),US,70,95,2016,California,https://www.winemag.com/buying-guide/migration-2016-bien-nacido-vineyard-pinot-noir-santa-maria-valley/,"Concentrated black cherry and dark-hued rose petals meet with French toast and bacon aromas on the inviting and rich nose of this bottling by the Duckhorn family of wines. The palate is approachable with mulberry and alpine-strawberry flavors, dusted with pepper and strong violet character."
2245,Nebbiolo,Michele Chiarlo 2015 Faset  (Barbaresco),Italy,85,95,2015,Piedmont,https://www.winemag.com/buying-guide/michele-chiarlo-2015-faset-barbaresco/,"This offers aromas of exotic spice, fragrant blue flower, dark-skinned fruit and menthol. On the savory palate, taut fine-grained tannins support mature black cherry, blood orange, licorice, vanilla and hint of game while fresh acidity lends tension. Drink 2023–2030."
2246,Rhône-style Red Blend,Margerum 2016 M5 Reserve Red (Santa Barbara County),US,40,95,2016,California,https://www.winemag.com/buying-guide/margerum-2016-m5-reserve-red-santa-barbara-county-306325/,"This blend of 44% Grenache, 36% Syrah, 12% Mourvèdre, 5% Counoise and 3% Cinsaut marinates together in 2,000-liter French foudres, a process that delivers elegant aromas of black plum, star anise, gingerbread, peppercorn and wet slate. Those same flavors dominate the palate, where a compelling tannic tension and lingering acidity complete a beautiful picture."
2247,Cabernet Sauvignon,Chimney Rock 2015 Clone 7 Estate Grown Cabernet Sauvignon (Stags Leap District),US,110,95,2015,California,https://www.winemag.com/buying-guide/chimney-rock-2015-clone-7-estate-grown-cabernet-sauvignon-stags-leap-district-305780/,"Plush, lengthy and well integrated, this is a complex exotic mix of black licorice, leather, meat and plum. Made from one of the warmest parts of the vineyard, it has robust tannin structure and tension, finishing in a burst of clove and pepper."
