ID,varietal,title,country,price,rating,vintage,region,url,description
155,Grüner Veltliner,Bründlmayer 2017 Ried Spiegel Vincent Grüner Veltliner (Kamptal),Austria,75,95,2017,Kamptal,https://www.winemag.com/buying-guide/brundlmayer-2017-ried-spiegel-vincent-gruner-veltliner-kamptal/,"The flinty whiff of reduction still plays promisingly on the nose. The palate then fans out into earthy pepperiness, pear-fruited creaminess and spiky lemon freshness. Both texture and freshness characterize the midpalate, while sage, pepper and dried sage shimmer around the edges. Lovely, unusual and very elegant."
156,Chardonnay,Black Kite 2016 Gap's Crown Chardonnay (Sonoma Coast),US,58,95,2016,California,https://www.winemag.com/buying-guide/black-kite-2016-gaps-crown-chardonnay-sonoma-coast/,"This has gorgeous aromas of ginger and crushed rock, a stony mineral component that's irresistible and memorable. Balanced in richness, it sings in baked pear and honeysuckle, finding a touch of restraint within a medium-bodied frame of welcome decadence."
159,Sauvignon Blanc,Wohlmuth 2016 Ried Edelschuh Sauvignon Blanc (Südsteiermark),Austria,NULL,95,2016,Südsteiermark,https://www.winemag.com/buying-guide/wohlmuth-2016-ried-edelschuh-sauvignon-blanc-sudsteiermark/,"The nose is almost closed but here and there a flicker of passion fruit appears tantalizingly. The palate is just as tight and taut, but the gloriously aromatic passion fruit shines and shimmers. Purest lemon sets a silvery, zesty accent, but all about this bids you to be patient. This will blossom in all its freshness with a little bottle age. It holds all of Styria's dewy freshness. Drink 2022–2032"
160,Riesling,Markus Huber 2017 Ried Berg Riesling (Traisental),Austria,75,95,2017,Traisental,https://www.winemag.com/buying-guide/markus-huber-2017-ried-berg-riesling-traisental/,"A pure note of ripe Mirabelle plum mixes with grapefruit zest on the nose. The palate repeats this attractive proposition with even more clarity and poise. That tingling, spicy zestiness pervades the entire palate and shimmers aromatically. This is concentrated and brimming with fruit. Drink until 2035."
162,Grüner Veltliner,Loimer 2017 Ried Loiserberg Grüner Veltliner (Kamptal),Austria,40,95,2017,Kamptal,https://www.winemag.com/buying-guide/loimer-2017-ried-loiserberg-gruner-veltliner-kamptal/,"Funky earthiness encounters the nose first. After that, supremely ripe pear fruit takes over. The palate adds cushioned, creamy yeastiness and a whole load of lemon-scented, salty but soft yeastiness. This is a wine about texture and depth, about earth and deep savoriness. This is fluid and rounded without an ounce of fat, simply flowing in its own, rounded creaminess. The finish is fresh and creamy."
164,Riesling,Ingrid Groiss 2017 Auf der Henne Reserve Riesling (Niederösterreich),Austria,51,95,2017,Niederösterreich,https://www.winemag.com/buying-guide/ingrid-groiss-2017-auf-der-henne-reserve-riesling-niederosterreich/,"A touch of wet earth grounds the beautifully juicy and aromatic pear fruit on the nose. The palate takes both earthiness and pear fruit and twirls them around in a dizzying lemony dazzle. The deliciously tasty zinginess is alluring, invigorating and refreshing. A whole, refreshing mouthful of pure freshness and joy with a long, dry finish. Drink now–2030."
165,Riesling,Hajszan Neumann 2017 Ried Steinberg Grinzing Riesling (Vienna),Austria,NULL,95,2017,Vienna,https://www.winemag.com/buying-guide/hajszan-neumann-2017-ried-steinberg-grinzing-riesling-vienna/,"An earthy note clings to the juicy, ripe and generous Mirabelle plum fruit on the nose. Very gently a hint of rose petal appears. On the palate, it is lemon zestiness that stands against a very rich, earthy texture of fine yeast. Behind this shimmer notes of fine, pure citrus zest. A very unusual, textured and arresting Riesling. The long, dry finish speaks of the purest lemon. Wonderful."
167,Grüner Veltliner,Alzinger 2017 Ried Steinertal Smaragd Grüner Veltliner (Wachau),Austria,66,95,2017,Wachau,https://www.winemag.com/buying-guide/alzinger-2017-ried-steinertal-smaragd-gruner-veltliner-wachau/,"Aromatic notes of ripe pear flesh and peel have a yeasty, sonorous edge on the nose. The palate joins both fruit and yeast in a lovely, textured core that reveals salty, almost bitter miso and echoes of deep savoriness. Pithy citrus lends even more mouthfeel. A wonderfully concentrated, complex wine that deserves some bottle age. Drink 2020–2035."
168,Grüner Veltliner,Alzinger 2017 Loibenberg Smaragd Grüner Veltliner (Wachau),Austria,56,95,2017,Wachau,https://www.winemag.com/buying-guide/alzinger-2017-loibenberg-smaragd-gruner-veltliner-wachau/,"Notes of ripe Russet pear on the nose have a pleasantly earthy edge. On the palate, the ripeness and juiciness of the pear fruit is enforced, while a high-toned, zesty lemon freshness underlines savory, salty and herbal notes of yeast. This is concentrated, mouthwatering and totally moreish, especially on that long, appetizing finish."
169,Chardonnay,Alpha Omega 2015 Toyon Vineyard Chardonnay (Los Carneros),US,125,95,2015,California,https://www.winemag.com/buying-guide/alpha-omega-2015-toyon-vineyard-chardonnay-los-carneros/,"This lovely vineyard-designate is expertly put together, showing honeyed concentration and evolved flavors of baked apple and apricot. Floral in honeysuckle and apple blossom, it has substantive layers of bold texture and body, with a steely undertow of fresh acidity."
170,Riesling,Weszeli 2015 Ried Seeberg Riesling (Kamptal),Austria,49,95,2015,Kamptal,https://www.winemag.com/buying-guide/weszeli-2015-ried-seeberg-riesling-kamptal/,"Very ripe notes of yellow Mirabelle plum are suffused with lime zest on the nose. That supercharged full-fruitedness carries over onto the slender body. It is lemony brightness that gives definition here, barely framing all of that inviting, exuberant fruit. Concentrated, juicy and dry with lots of mileage yet. Drink now–2035."
171,Weissburgunder,Tinhof 2017 Golden Erd Weissburgunder (Burgenland),Austria,80,95,2017,Burgenland,https://www.winemag.com/buying-guide/tinhof-2017-golden-erd-weissburgunder-burgenland/,"A beautifully lithe apple and pear freshness rises from the glass. With a little air, a very subtle note of hazelnut appears. The palate is rounded and full and has a totally juicy richness of juicy pear with a wonderful bitter almond edge, despite its wonderfully slender body. This is lovely now with the exuberance of youth but really needs time to unfold and show its lovely texture. Drink 2020–2030."
172,Riesling,Stadt Krems 2017 Ried Grillenparz Reserve Riesling (Kremstal),Austria,45,95,2017,Kremstal,https://www.winemag.com/buying-guide/stadt-krems-2017-ried-grillenparz-reserve-riesling-kremstal/,"Ripe, juicy Conference pear, clearest Mirabelle plum and ripe lemon meet on the fragrant nose. These flavors mingle on the concentrated palate with wonderful juiciness, helped along by the bright lemon freshness. Zesty texture adds precision. The finish is dry and mouthwatering. This is utterly lemony, dry and moreish. Drink 2020–2035."
173,Riesling,Loimer 2017 Ried Seeberg Riesling (Kamptal),Austria,68,95,2017,Kamptal,https://www.winemag.com/buying-guide/loimer-2017-ried-seeberg-riesling-kamptal/,"Wet stone, pear peel and zesty lemon signal clarity and freshness on the nose. The palate stays slender and concentrated, sinuous in a ripe lemon note. There is a flowing current of lemon refreshment on the palate, with a harmonious balance and a clean finish. Lovely now, it is sure to blossom with bottle age. Drink now–2035."
175,Grüner Veltliner,Nigl 2017 Herzstück vom Kirchenberg Grüner Veltliner (Kremstal),Austria,62,95,2017,Kremstal,https://www.winemag.com/buying-guide/nigl-2017-herzstuck-vom-kirchenberg-gruner-veltliner-kremstal/,"Lemon balm and nettle notes gently insinuate their savoriness into a fruity mix of ripe lemon and pear. This game of savory, almost salty fruitiness continues on the fluid body, which is tense and wonderfully taut with juicy freshness. Lemon and pear for now take center stage, but salty yeast informs that vivid zestiness at the core."
176,Grüner Veltliner,Domäne Wachau 2017 Ried Achleiten Smaragd Grüner Veltliner (Wachau),Austria,46,95,2017,Wachau,https://www.winemag.com/buying-guide/domane-wachau-2017-ried-achleiten-smaragd-gruner-veltliner-wachau/,"Notes of salty miso, celery, lemon and green pear unite into an intriguing nose. On the palate, it is ripe, juicy pear that takes the lead, but that salty zestiness, that edge of peppery savoriness is always present, adding freshness and allure to this fluid, slender, concentrated and zesty wine. The finish echoes with citrus and white pepper. It will take some time to come into its powerful own. Drink 2020–2030."
179,Riesling,Bernhard Ott 2017 Ried Kirchthal Riesling (Wagram),Austria,60,95,2017,Wagram,https://www.winemag.com/buying-guide/bernhard-ott-2017-ried-kirchthal-riesling-wagram/,"Green apple and a little salty yeastiness play appetizingly on the nose. The palate then offers beautifully pure yellow plum fruit that is pervaded by lovely, bright and tart lemony freshness. A wonderfully generous but toned Riesling with a dry, almost salty finish."
181,Riesling,Schloss Gobelsburg 2017 Ried Gaisberg Riesling (Kamptal),Austria,27,96,2017,Kamptal,https://www.winemag.com/buying-guide/schloss-gobelsburg-2017-ried-gaisberg-riesling-kamptal/,"You sniff several things at once. A touch of flinty reduction, the tropical allure of passion fruit and the juicy promise of ripe Mandarin orange. The palate comes in with enough zestiness to be very refreshing, yet juicy. There is as much lemon flavor on the palate as there is riper citrus, but it is the lemon that provides zestiness, bounce, freshness and focus."
183,Grüner Veltliner,Schloss Gobelsburg 2016 Ried Renner Grüner Veltliner (Kamptal),Austria,30,96,2016,Kamptal,https://www.winemag.com/buying-guide/schloss-gobelsburg-2016-ried-renner-gruner-veltliner-kamptal-306609/,"Crushed sage, yarrow and mossy earthiness entice on the nose. On the palate, rich yeasty texture and fine, high-toned citrus freshness frame and embrace all of this savory charm. This is highly concentrated, tingling with pepper and sage, brimming with pear fruit and lemon freshness. Every molecule of fluid is crammed with sheer flavor, yet there is nothing fat about these wines."
185,Grüner Veltliner,Nikolaihof 2010 Im Weingebirge Federspiel Grüner Veltliner (Wachau),Austria,30,96,2010,Wachau,https://www.winemag.com/buying-guide/nikolaihof-2010-im-weingebirge-federspiel-gruner-veltliner-wachau/,"Earthy, juicy ripeness of Russet pear is evoked vividly on the nose, while white pepper and ground stone shimmer in the background. The palate is juicy at first, but soon the salty, yeasty, almost cheesy core spreads its savory magic, not without adding vivid apple notes. A very complex and deeply satisfying wine. The finish belongs to zesty, clean lemon."
186,Riesling,Eichinger 2017 Ried Heiligenstein Riesling (Kamptal),Austria,39,96,2017,Kamptal,https://www.winemag.com/buying-guide/eichinger-2017-ried-heiligenstein-riesling-kamptal/,"The merest cloud of flinty reduction cannot suppress the supremely pure lemon note on the nose. The scent evokes big, aromatic Amalfi lemons at their peak. The palate comes in with more juiciness, more ripeness, more roundness and charms its way to your mind while swirling with lemony abandon on the palate. Joyful, fresh, zesty and very balanced. Enjoy now–2039."
187,Riesling,Schloss Gobelsburg 2016 Tradition Riesling (Kamptal),Austria,38,96,2016,Kamptal,https://www.winemag.com/buying-guide/schloss-gobelsburg-2016-tradition-riesling-kamptal/,"A flinty hint of reduction plays above juicy Mandarin orange and red apple on the nose, while a zesty, aromatic leafiness adds complexity. The palate brims with ripe citrus zest that makes the mouth water with its feast of Mandarin and tangerine notes. What a lovely, vivid, balanced, zesty and utterly juicy core of fruit shines through. A joy right now but good to last. Drink now–2039."
188,Riesling,Malat 2017 Ried Steinbühel Riesling (Kremstal),Austria,45,96,2017,Kremstal,https://www.winemag.com/buying-guide/malat-2017-ried-steinbuhel-riesling-kremstal/,"Very ripe, very aromatic pear fruit on the nose has a touch of ripe lemon and an wonderfully tempering edge of grapefruit. Juiciness is evident from the start, and the palate presents a joyfully vivid blend of ripe abandon countered by lovely freshness. It is lemony zestiness that wins over on the finish. This is lip-smacking, textured and pithy."
190,Riesling,Salomon-Undhof 2017 Ried Steiner Kögl Riesling (Kremstal),Austria,55,96,2017,Kremstal,https://www.winemag.com/buying-guide/salomon-undhof-2017-ried-steiner-kogl-riesling-kremstal/,"A floral tinge, reminiscent of honeysuckle, plays around the peach fruit that is so evident on the nose. There also is a hint of candied lemon peel. The palate then adds blood orange zest and juicy pear to the aromatic cosmos. All is grouped around a central shaft of zesty, bright, lemony freshness. The finish is tart, moreish, dry and mouthwatering. Drink until 2038."
191,Riesling,Wohlmuth 2016 Ried Edelschuh Riesling (Südsteiermark),Austria,NULL,96,2016,Südsteiermark,https://www.winemag.com/buying-guide/wohlmuth-2016-ried-edelschuh-riesling-sudsteiermark/,"Lusciously ripe stone fruit, Mirabelle plum and peach on the nose are edged with a tender, greenish freshness of crushed citrus foliage. These heady aromatics continue enticingly on the palate, where lemon balm, tangerine and orange zest have their merry, juicy, seductive way. An edge of lemon zest brings focus and steers this beautifully. This is dry, ripe, juicy and moreish. Drink now–2029."
193,Grüner Veltliner,Josef Jamek 2017 Ried Achleiten Smaragd Grüner Veltliner (Wachau),Austria,48,96,2017,Wachau,https://www.winemag.com/buying-guide/josef-jamek-2017-ried-achleiten-smaragd-gruner-veltliner-wachau/,"Both ripe pear and golden stone fruit beckon with their sunny juiciness on the nose. The palate then presents a tight, rich core of salty, spicy yeast, miso and pepper tones. The pithy texture and the lemony brightness are ideal counterweights in this compact, concentrated and complex wine."
195,Riesling,Domäne Wachau 2017 Ried Achleiten Smaragd Riesling (Wachau),Austria,50,96,2017,Wachau,https://www.winemag.com/buying-guide/domane-wachau-2017-ried-achleiten-smaragd-riesling-wachau/,"Both fresh lemon and crushed lemon leaves on the nose have an air of breezy freshness but underneath the juicy ripeness of Mandarin oranges and ripe clementines shines through. The palate has a juicy softness, despite the zestiness on the midpalate. There even are tropical hints of passion fruit. The freshness is key, but it is softly expressed on the clean, zesty, long and moreish finish. Drink now–2039."
198,Grüner Veltliner,Nikolaihof 2013 Baumpresse Im Weingebirge Grüner Veltliner (Wachau),Austria,70,96,2013,Wachau,https://www.winemag.com/buying-guide/nikolaihof-2013-baumpresse-im-weingebirge-gruner-veltliner-wachau/,"Wonderfully reductive notes of gunflint blend with aromatic notes of baked apple and citrus zestiness on the nose. The palate reprises these notes and adds a vivid, textured earthiness. At its core is a mouthwatering saltiness edged with pleasantly bitter pith and dusty sprays of white pepper. What concentration, what allure, what freshness, even with five years of maturity."
199,Riesling,Nikolaihof 2011 Vom Stein Federspiel Riesling (Wachau),Austria,22,96,2011,Wachau,https://www.winemag.com/buying-guide/nikolaihof-2011-vom-stein-federspiel-riesling-wachau/,"A lovely, slightly funky, smokiness on the nose comes hand in hand with baked and bruised apple notes. Crushed notes of yarrow add an herbal frisson. The palate adds a creamy but focused ripeness, well tempered by integrated freshness. It is the texture here that captivates, alongside the complex flavors. This shows that a few years of bottle age are nothing on a good, light-footed Riesling. Enjoy this library release now through 2030."
201,Riesling,Bründlmayer 2017 Ried Heiligenstein Riesling (Kamptal),Austria,42,96,2017,Kamptal,https://www.winemag.com/buying-guide/brundlmayer-2017-ried-heiligenstein-riesling-kamptal/,"A wonderfully heady note of dried hay flower precedes lemon freshness on the nose. The palate majors on this pervasive, aromatic and ripe lemon note and holds sway with juicy, alluring tartness. This is so concentrated, so lemony and so lip-smacking that you simply cannot help wanting more. Lovely now, sure to be vibrant until 2038."
205,Riesling,Malat 2017 Ried Silberbicl Riesling (Kremstal),Austria,50,96,2017,Kremstal,https://www.winemag.com/buying-guide/malat-2017-ried-silberbicl-riesling-kremstal/,"The notion of freshly cut Conference pear peel mixes with hints of zesty lemon and juicy, yellow Mirabelle plum on the nose. The palate brings that same juiciness to the fore that unites expressive fruitiness with tempering, tart and wonderful freshness. Beautifully concentrated and squeaky clean. This is a lovely interplay with a zingy, lemony, dry and long finish."
206,Riesling,Josef Jamek 2017 Ried Klaus Smaragd Riesling (Wachau),Austria,66,96,2017,Wachau,https://www.winemag.com/buying-guide/josef-jamek-2017-ried-klaus-smaragd-riesling-wachau/,"Tender notes of candied lemon and tangerine promise aromatic but rounded pleasure on the nose. The palate follows suite with a juicy, appetizing core that owed much to tangerine pith and peel. There is structure and vividness as well as concentration, warmth and juicy poise. So harmonious that non-Riesling nuts will be surprised. The finish is whistle-clean, long and still juicy."
213,Riesling,Nikolaihof 2002 Vinothek Riesling (Wachau),Austria,110,97,2002,Wachau,https://www.winemag.com/buying-guide/nikolaihof-2002-vinothek-riesling-wachau/,"A teasing, flinty whiff of reduction beckons from the glass before the taut, fresh, poised but juicy palate hits you. The flavor is reminiscent both of baked and fresh apple, with a smooth lanolin tone. This is not only and elixir but a whole fountain of youth, a full-flavored jewel of a wine. Still slender, still vivid and like balm for the soul. If only we could age so gracefully."
1818,Chardonnay,Walsh &amp; Sons 2016 Burnside Chardonnay (Margaret River),Australia,50,97,2016,Western Australia,https://www.winemag.com/buying-guide/walsh-sons-2016-burnside-chardonnay-margaret-river/,"From Ryan Walsh and Freya Hohnen, whose families have been wine farming in Margaret River for decades, this Chardonnay is refined, age worthy and just plain joyous to drink. Medium gold in hue, the aromas are heady and complex in tones of orange, grapefruit rind, salted nuts, mushroom, gunflint, honey and copper penny. The palate is viscous yet chalky, sliced through the middle by crystalline acidity and more complex, mineral-driven flavors. Drink now–2026."
1819,Chardonnay,Lynmar 2016 Old Vines Chardonnay (Russian River Valley),US,70,97,2016,California,https://www.winemag.com/buying-guide/lynmar-2016-old-vines-chardonnay-russian-river-valley/,"This white is so good, sumptuous in pear, peach and honey flavors dipped in anise. Lush and creamy, the texture is particularly memorable and beautiful. It has fully integrated the richer elements of fruit with supportive acidity and lingering twists of nutmeg and ginger."
1820,Chardonnay,Lynmar 2016 La Sereinité Chardonnay (Russian River Valley),US,70,97,2016,California,https://www.winemag.com/buying-guide/lynmar-2016-la-sereinite-chardonnay-russian-river-valley/,"This wine is aged in neutral oak, allowing plenty of room for the fruit and spice to breathe. Complex, bright and structured, it imparts lovely tones of dried herb, ginger, wet stone and lemon zest. The palate is medium bodied and subtle, finishing elegant and full of grace."
1821,Chardonnay,Lynmar 2016 Sweeney Vineyard Chardonnay (Russian River Valley),US,60,97,2016,California,https://www.winemag.com/buying-guide/lynmar-2016-sweeney-vineyard-chardonnay-russian-river-valley/,"Stone fruit, nutmeg and mineral notes open this lovely wine, which dazzles in high-toned acidity and a persistence of mineral and stony texture. The oak is nuanced and integrated, offering a hint of toasted nut and vanilla within a lasting cradling of baked apple and pear."
1825,Chardonnay,Lynmar 2016 Monastery Chardonnay (Russian River Valley),US,55,98,2016,California,https://www.winemag.com/buying-guide/lynmar-2016-monastery-chardonnay-russian-river-valley/,"Salty, briny and beautifully spicy, this wine offers full-bodied richness that's completely in balance and remarkably memorable on the palate. Everything is well integrated, from the entry to the long, lingering finish."
2217,Chardonnay,Lynmar 2016 Old Wente Chardonnay (Russian River Valley),US,55,95,2016,California,https://www.winemag.com/buying-guide/lynmar-2016-old-wente-chardonnay-russian-river-valley/,"Medium bodied and gritty on the palate, this has a richness of crème brûlée, the fruit a mix of quince and stone fruit. The acidity is emphasized in lingering layers of lime salt that remain vibrant on the finish."
2220,Riesling,Schnaitmann 2015 Götzenberg GG Riesling (Württemberg),Germany,70,95,2015,Württemberg,https://www.winemag.com/buying-guide/schnaitmann-2015-gotzenberg-gg-riesling-wurttemberg/,"Whispers of earth, smoke and dried herb envelop fresher tones of yellow apple, grapefruit and peach in this intriguingly complex wine. It's full bodied and richly textured but balanced by bristling tones of lime and lemon. A sleek but powerful wine to enjoy now through 2035."
2222,Chardonnay,Cullen 2016 Kevin John Chardonnay (Margaret River),Australia,109,95,2016,Western Australia,https://www.winemag.com/buying-guide/cullen-2016-kevin-john-chardonnay-margaret-river/,"Medium-gold in color, this wine takes a little time in the glass to open up, but when it does you can't stop smelling it. Delicate aromas of grapefruit, pear, apple, cashew and brine are sewn together on the nose and carry to the palate alongside buttered toast and toffee flavors from barrel influence. The palate is silky, slinking seamlessly along an saline spine of oyster shells, toast and citrus, with a delicate line of acidity. Drink now–2028."
2223,Chardonnay,Lynmar 2016 Susanna's Vineyard Chardonnay (Sonoma Coast),US,60,95,2016,California,https://www.winemag.com/buying-guide/lynmar-2016-susannas-vineyard-chardonnay-sonoma-coast/,"Creamy stone-fruit and lemon-curd flavors provide an elegant richness to this coastal white. It is a bold, layered example of the variety that is well balanced by honed acidity."
2230,Chardonnay,Bethel Heights 2015 The High Wire Chardonnay (Eola-Amity Hills),US,95,95,2015,Oregon,https://www.winemag.com/buying-guide/bethel-heights-2015-the-high-wire-chardonnay-eola-amity-hills-305833/,"This is from an old-vines Wente clone, planted in 1977. You'll notice the texture first, layers of well-proportioned citrus, lemon zest, wet stone and hints of barrel toast. The length and detail are superb, and though drinking well already, this is a wine that will reward cellaring. Drink now through the 2020s."
2231,Chardonnay,Vasse Felix 2016 Heytesbury Chardonnay (Margaret River),Australia,79,95,2016,Western Australia,https://www.winemag.com/buying-guide/vasse-felix-2016-heytesbury-chardonnay-margaret-river/,"This wine delivers all of the sea spray, melon rind, gunflint and oyster shell characteristics that Margaret River Chardonnay is known for. The palate shows power but not heaviness, textural weight but not richness, with a long line of salty minerality and mouthwatering acidity to boot. Drink now–2028."
2237,Chardonnay,Gambal + Work 2016 Bentrock Vineyard Chardonnay (Sta. Rita Hills),US,65,95,2016,California,https://www.winemag.com/buying-guide/gambal-work-2016-bentrock-vineyard-chardonnay-sta-rita-hills-305103/,"Clean and bright aromas of sharp lemon, crushed chalk and lightly toasted almond are very reminiscent of Alex Gambal's bottlings from Burgundy on the nose of this promising collaboration project with Peter Work of Ampelos Cellars. There is phenomenal tension to the palate, with tightly woven citrus, chalk and seared nectarine flavors."
2239,Chardonnay,Au Bon Climat 2015 Nuits-Blanches au Bouge Chardonnay (Santa Maria Valley),US,40,95,2015,California,https://www.winemag.com/buying-guide/au-bon-climat-2015-nuits-blanches-au-bouge-chardonnay-santa-maria-valley-305034/,"Rich aromas of sandalwood, cinnamon, brioche French toast, vanilla and nutmeg make for a lush and attention-grabbing entry to this bottling. There is great cohesion of those spices on the plate alongside a bright lemony streak that cuts through the white peach and Marcona almond flavors."
